Model,Degem,Grain Size
MLOgraphy++_Predictions,10,17.272727272727273
MLOgraphy++_Predictions,10,17.285714285714285
MLOgraphy++_Predictions,10,17.307692307692307
MLOgraphy++_Predictions,10,17.357142857142858
MLOgraphy++_Predictions,10,17.4
MLOgraphy++_Predictions,10,17.416666666666668
MLOgraphy++_Predictions,10,17.416666666666668
MLOgraphy++_Predictions,10,17.454545454545453
MLOgraphy++_Predictions,10,17.46153846153846
MLOgraphy++_Predictions,10,17.46153846153846
MLOgraphy++_Predictions,10,17.46153846153846
MLOgraphy++_Predictions,10,17.53846153846154
MLOgraphy++_Predictions,10,17.545454545454547
MLOgraphy++_Predictions,10,17.545454545454547
MLOgraphy++_Predictions,10,17.6
MLOgraphy++_Predictions,10,17.615384615384617
MLOgraphy++_Predictions,10,17.636363636363637
MLOgraphy++_Predictions,10,17.692307692307693
MLOgraphy++_Predictions,10,17.7
MLOgraphy++_Predictions,10,17.76923076923077
MLOgraphy++_Predictions,10,17.818181818181817
MLOgraphy++_Predictions,10,17.846153846153847
MLOgraphy++_Predictions,10,17.846153846153847
MLOgraphy++_Predictions,10,17.846153846153847
MLOgraphy++_Predictions,10,17.846153846153847
MLOgraphy++_Predictions,10,17.88888888888889
MLOgraphy++_Predictions,10,17.90909090909091
MLOgraphy++_Predictions,10,17.916666666666668
MLOgraphy++_Predictions,10,17.923076923076923
MLOgraphy++_Predictions,10,18
MLOgraphy++_Predictions,10,18
MLOgraphy++_Predictions,10,18.071428571428573
MLOgraphy++_Predictions,10,18.076923076923077
MLOgraphy++_Predictions,10,18.1
MLOgraphy++_Predictions,10,18.166666666666668
MLOgraphy++_Predictions,10,18.2
MLOgraphy++_Predictions,10,18.272727272727273
MLOgraphy++_Predictions,10,18.272727272727273
MLOgraphy++_Predictions,10,18.307692307692307
MLOgraphy++_Predictions,10,18.53846153846154
MLOgraphy++_Predictions,10,18.545454545454547
MLOgraphy++_Predictions,10,18.727272727272727
MLOgraphy++_Predictions,10,18.76923076923077
MLOgraphy++_Predictions,10,18.818181818181817
MLOgraphy++_Predictions,10,18.833333333333332
MLOgraphy++_Predictions,10,18.833333333333332
MLOgraphy++_Predictions,10,18.833333333333332
MLOgraphy++_Predictions,10,18.90909090909091
MLOgraphy++_Predictions,10,18.916666666666668
MLOgraphy++_Predictions,10,19
MLOgraphy++_Predictions,10,19.076923076923077
MLOgraphy++_Predictions,10,19.22222222222222
MLOgraphy++_Predictions,10,19.307692307692307
MLOgraphy++_Predictions,10,19.416666666666668
MLOgraphy++_Predictions,10,19.428571428571427
MLOgraphy++_Predictions,10,19.5
MLOgraphy++_Predictions,10,19.5
MLOgraphy++_Predictions,10,19.5
MLOgraphy++_Predictions,10,19.583333333333332
MLOgraphy++_Predictions,10,19.615384615384617
MLOgraphy++_Predictions,10,19.636363636363637
MLOgraphy++_Predictions,10,19.666666666666668
MLOgraphy++_Predictions,10,19.7
MLOgraphy++_Predictions,10,19.818181818181817
MLOgraphy++_Predictions,10,19.833333333333332
MLOgraphy++_Predictions,10,19.90909090909091
MLOgraphy++_Predictions,10,19.90909090909091
MLOgraphy++_Predictions,10,20
MLOgraphy++_Predictions,10,20
MLOgraphy++_Predictions,10,20
MLOgraphy++_Predictions,10,20.083333333333332
MLOgraphy++_Predictions,10,20.09090909090909
MLOgraphy++_Predictions,10,20.11111111111111
MLOgraphy++_Predictions,10,20.125
MLOgraphy++_Predictions,10,20.22222222222222
MLOgraphy++_Predictions,10,20.3
MLOgraphy++_Predictions,10,20.363636363636363
MLOgraphy++_Predictions,10,20.454545454545453
MLOgraphy++_Predictions,10,20.454545454545453
MLOgraphy++_Predictions,10,20.5
MLOgraphy++_Predictions,10,20.5
MLOgraphy++_Predictions,10,20.555555555555557
MLOgraphy++_Predictions,10,20.77777777777778
MLOgraphy++_Predictions,10,20.8
MLOgraphy++_Predictions,10,20.818181818181817
MLOgraphy++_Predictions,10,20.88888888888889
MLOgraphy++_Predictions,10,20.90909090909091
MLOgraphy++_Predictions,10,21
MLOgraphy++_Predictions,10,21.09090909090909
MLOgraphy++_Predictions,10,21.125
MLOgraphy++_Predictions,10,21.22222222222222
MLOgraphy++_Predictions,10,21.22222222222222
MLOgraphy++_Predictions,10,21.363636363636363
MLOgraphy++_Predictions,10,21.363636363636363
MLOgraphy++_Predictions,10,21.375
MLOgraphy++_Predictions,10,21.4
MLOgraphy++_Predictions,10,21.5
MLOgraphy++_Predictions,10,21.6
MLOgraphy++_Predictions,10,21.625
MLOgraphy++_Predictions,10,21.636363636363637
MLOgraphy++_Predictions,10,21.636363636363637
MLOgraphy++_Predictions,10,21.666666666666668
MLOgraphy++_Predictions,10,21.7
MLOgraphy++_Predictions,10,21.727272727272727
MLOgraphy++_Predictions,10,21.818181818181817
MLOgraphy++_Predictions,10,21.875
MLOgraphy++_Predictions,10,21.9
MLOgraphy++_Predictions,10,21.90909090909091
MLOgraphy++_Predictions,10,21.90909090909091
MLOgraphy++_Predictions,10,22.09090909090909
MLOgraphy++_Predictions,10,22.181818181818183
MLOgraphy++_Predictions,10,22.25
MLOgraphy++_Predictions,10,22.272727272727273
MLOgraphy++_Predictions,10,22.272727272727273
MLOgraphy++_Predictions,10,22.3
MLOgraphy++_Predictions,10,22.454545454545453
MLOgraphy++_Predictions,10,22.545454545454547
MLOgraphy++_Predictions,10,22.6
MLOgraphy++_Predictions,10,22.625
MLOgraphy++_Predictions,10,22.636363636363637
MLOgraphy++_Predictions,10,23
MLOgraphy++_Predictions,10,23.11111111111111
MLOgraphy++_Predictions,10,23.166666666666668
MLOgraphy++_Predictions,10,23.333333333333332
MLOgraphy++_Predictions,10,23.4
MLOgraphy++_Predictions,10,23.444444444444443
MLOgraphy++_Predictions,10,23.5
MLOgraphy++_Predictions,10,23.5
MLOgraphy++_Predictions,10,23.5
MLOgraphy++_Predictions,10,23.5
MLOgraphy++_Predictions,10,23.571428571428573
MLOgraphy++_Predictions,10,23.7
MLOgraphy++_Predictions,10,23.7
MLOgraphy++_Predictions,10,23.75
MLOgraphy++_Predictions,10,23.9
MLOgraphy++_Predictions,10,24
MLOgraphy++_Predictions,10,24
MLOgraphy++_Predictions,10,24.125
MLOgraphy++_Predictions,10,24.25
MLOgraphy++_Predictions,10,24.3
MLOgraphy++_Predictions,10,24.375
MLOgraphy++_Predictions,10,24.555555555555557
MLOgraphy++_Predictions,10,24.6
MLOgraphy++_Predictions,10,24.75
MLOgraphy++_Predictions,10,24.8
MLOgraphy++_Predictions,10,24.833333333333332
MLOgraphy++_Predictions,10,24.857142857142858
MLOgraphy++_Predictions,10,24.88888888888889
MLOgraphy++_Predictions,10,25
MLOgraphy++_Predictions,10,25.333333333333332
MLOgraphy++_Predictions,10,25.428571428571427
MLOgraphy++_Predictions,10,25.444444444444443
MLOgraphy++_Predictions,10,25.5
MLOgraphy++_Predictions,10,25.555555555555557
MLOgraphy++_Predictions,10,25.714285714285715
MLOgraphy++_Predictions,10,25.857142857142858
MLOgraphy++_Predictions,10,26
MLOgraphy++_Predictions,10,26.11111111111111
MLOgraphy++_Predictions,10,26.22222222222222
MLOgraphy++_Predictions,10,26.428571428571427
MLOgraphy++_Predictions,10,26.444444444444443
MLOgraphy++_Predictions,10,26.666666666666668
MLOgraphy++_Predictions,10,26.75
MLOgraphy++_Predictions,10,26.75
MLOgraphy++_Predictions,10,26.77777777777778
MLOgraphy++_Predictions,10,26.77777777777778
MLOgraphy++_Predictions,10,27
MLOgraphy++_Predictions,10,27
MLOgraphy++_Predictions,10,27.25
MLOgraphy++_Predictions,10,27.285714285714285
MLOgraphy++_Predictions,10,27.375
MLOgraphy++_Predictions,10,27.428571428571427
MLOgraphy++_Predictions,10,27.75
MLOgraphy++_Predictions,10,27.75
MLOgraphy++_Predictions,10,27.875
MLOgraphy++_Predictions,10,28
MLOgraphy++_Predictions,10,28
MLOgraphy++_Predictions,10,28.11111111111111
MLOgraphy++_Predictions,10,28.166666666666668
MLOgraphy++_Predictions,10,28.5
MLOgraphy++_Predictions,10,28.5
MLOgraphy++_Predictions,10,28.625
MLOgraphy++_Predictions,10,28.666666666666668
MLOgraphy++_Predictions,10,28.714285714285715
MLOgraphy++_Predictions,10,28.75
MLOgraphy++_Predictions,10,29.375
MLOgraphy++_Predictions,10,29.5
MLOgraphy++_Predictions,10,29.5
MLOgraphy++_Predictions,10,29.5
MLOgraphy++_Predictions,10,29.5
MLOgraphy++_Predictions,10,29.666666666666668
MLOgraphy++_Predictions,10,29.875
MLOgraphy++_Predictions,10,30.166666666666668
MLOgraphy++_Predictions,10,30.571428571428573
MLOgraphy++_Predictions,10,30.571428571428573
MLOgraphy++_Predictions,10,31.285714285714285
MLOgraphy++_Predictions,10,32
MLOgraphy++_Predictions,10,32.42857142857143
MLOgraphy++_Predictions,10,32.857142857142854
MLOgraphy++_Predictions,10,33.42857142857143
MLOgraphy++_Predictions,10,33.833333333333336
MLOgraphy++_Predictions,10,34
MLOgraphy++_Predictions,10,34.333333333333336
MLOgraphy++_Predictions,10,34.5
MLOgraphy++_Predictions,10,35
MLOgraphy++_Predictions,10,35.285714285714285
MLOgraphy++_Predictions,10,35.333333333333336
MLOgraphy++_Predictions,10,35.4
MLOgraphy++_Predictions,10,35.5
MLOgraphy++_Predictions,10,35.5
MLOgraphy++_Predictions,10,36.5
MLOgraphy++_Predictions,10,37
MLOgraphy++_Predictions,10,37.166666666666664
MLOgraphy++_Predictions,10,37.333333333333336
MLOgraphy++_Predictions,10,37.5
MLOgraphy++_Predictions,10,37.666666666666664
MLOgraphy++_Predictions,10,38.6
MLOgraphy++_Predictions,10,39
MLOgraphy++_Predictions,10,39.5
MLOgraphy++_Predictions,10,39.833333333333336
MLOgraphy++_Predictions,10,41.2
MLOgraphy++_Predictions,10,44
MLOgraphy++_Predictions,10,62
MLOgraphy++_Predictions,10,81
MLOgraphy++_Predictions,11,4.5625
MLOgraphy++_Predictions,11,5
MLOgraphy++_Predictions,11,5.742857142857143
MLOgraphy++_Predictions,11,6.6875
MLOgraphy++_Predictions,11,6.8125
MLOgraphy++_Predictions,11,7.3
MLOgraphy++_Predictions,11,7.428571428571429
MLOgraphy++_Predictions,11,7.523809523809524
MLOgraphy++_Predictions,11,7.633333333333334
MLOgraphy++_Predictions,11,7.666666666666667
MLOgraphy++_Predictions,11,7.896551724137931
MLOgraphy++_Predictions,11,7.962962962962963
MLOgraphy++_Predictions,11,8.066666666666666
MLOgraphy++_Predictions,11,8.105263157894736
MLOgraphy++_Predictions,11,8.12
MLOgraphy++_Predictions,11,8.37037037
MLOgraphy++_Predictions,11,8.384615384615385
MLOgraphy++_Predictions,11,8.48
